id,chain_blocks,generated_blocks,is_fast,hash_power
1,0,0,0,0.15625
2,0,0,0,0.15625
3,0,0,0,0.15625
4,0,0,0,0.15625
5,0,0,0,0.15625
6,0,1,0,0.15625
7,0,0,0,0.15625
8,0,0,0,0.15625
9,0,0,0,0.15625
10,0,0,0,0.15625
11,0,0,0,0.15625
12,0,0,0,0.15625
13,0,0,0,0.15625
14,0,0,0,0.15625
15,0,0,0,0.15625
16,0,0,0,0.15625
17,0,0,0,0.15625
18,0,0,0,0.15625
19,0,0,0,0.15625
20,0,0,0,0.15625
21,0,0,0,0.15625
22,0,0,0,0.15625
23,0,0,0,0.15625
24,0,0,0,0.15625
25,0,0,0,0.15625
26,0,0,0,0.15625
27,0,0,0,0.15625
28,0,0,0,0.15625
29,0,0,0,0.15625
30,0,0,0,0.15625
31,0,0,0,0.15625
32,0,0,0,0.15625
33,0,0,0,0.15625
34,0,0,0,0.15625
35,0,0,0,0.15625
36,0,0,0,0.15625
37,0,0,0,0.15625
38,0,0,0,0.15625
39,0,0,0,0.15625
40,0,0,0,0.15625
